alignment	tree_id	group	rank	au_test
E0445.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.264
E0447.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.592
E0447.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.408
E0448.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.835
E0448.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.165
E0450.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.522
E0450.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.478
E0451.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.903
E0451.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.097
E0456.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.603
E0456.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.397
E0458.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.658
E0458.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.342
E0460.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.543
E0460.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.457
E0461.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.571
E0461.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.429
E0462.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.946
E0462.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.054
E0464.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.609
E0464.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.391
E0466.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.685
E0466.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.315
E0467.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.906
E0467.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.094
E0469.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.772
E0469.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.228
E0471.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.913
E0471.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.087
E0476.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.548
E0476.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.452
E0484.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.496
E0484.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.504
E0486.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.849
E0486.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.151
E0487.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.883
E0487.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.117
E0488.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.676
E0488.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.324
E0490.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.830
E0490.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.170
E0496.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.933
E0496.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.067
E0497.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.941
E0497.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.059
E0501.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.693
E0501.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.307
E0502.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.567
E0502.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.433
E0503.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.534
E0503.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.466
E0504.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.935
E0504.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.065
E0505.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.608
E0505.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.392
E0506.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.578
E0506.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.422
E0507.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.525
E0507.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.475
E0509.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.632
E0509.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.368
E0510.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.627
E0510.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.373
E0514.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.722
E0514.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.278
E0515.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.501
E0515.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.499
E0516.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.966
E0516.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.034
E0518.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.633
E0518.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.367
E0521.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.484
E0521.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.516
E0522.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.766
E0522.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.234
E0523.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.786
E0523.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.214
E0525.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.653
E0525.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.347
E0527.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.846
E0527.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.154
E0528.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.592
E0528.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.408
E0529.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.520
E0529.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.480
E0530.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.503
E0530.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.497
E0531.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.570
E0531.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.430
E0532.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.670
E0532.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.330
E0533.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.615
E0533.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.385
E0534.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.635
E0534.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.365
E0535.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.683
E0535.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.317
E0536.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.636
E0536.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.364
E0537.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.808
E0537.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.192
E0538.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.796
E0538.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.204
E0540.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0
E0540.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0
E0541.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.957
E0541.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.043
E0542.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0
E0542.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0
E0543.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.758
E0543.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.234
E0544.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.890
E0544.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.110
E0546.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.698
E0546.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.302
E0550.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.525
E0550.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.475
E0551.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.999
E0551.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.001
E0552.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.618
E0552.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.382
E0553.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0
E0553.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0
E0554.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.500
E0554.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.500
E0555.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.611
E0555.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.389
E0556.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.535
E0556.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.465
E0558.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.865
E0558.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.135
E0559.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.532
E0559.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.468
E0560.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.628
E0560.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.372
E0561.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.888
E0561.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.112
E0562.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.754
E0562.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.246
E0563.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.996
E0563.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.004
E0566.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.845
E0566.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.155
E0572.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.929
E0572.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.071
E0574.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.905
E0574.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.095
E0575.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0.522
E0575.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0.478
E0576.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	1	0.564
E0576.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	2	0.436
E0578.r2_para_no_lavaretus_TBL_tlike_aln	1	(Outgroup,(Eso_salmo,(Argentiniformes,(Osme_Stomia,(Neoteleostei,Galaxiiformes)))));	1	0
E0578.r2_para_no_lavaretus_TBL_tlike_aln	2	(Outgroup,((Eso_salmo,Argentiniformes),(Osme_Stomia,(Neoteleostei,Galaxiiformes))));	2	0
